log_fromip,country,province,city,mi,log_servicetype,isblock,pv
112.96.170.150,中国,广东省,广州市,20150624 07:45,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 07:45,/ws/transfer/aps/locate/,1,49
180.98.199.52,中国,江苏省,南京市,20150624 07:45,/ws/mapapi/geo/reversecode/,,44
124.230.136.2,中国,湖南省,邵阳市,20150624 07:45,/ws/transfer/aps/locate/,,17
112.96.170.150,中国,广东省,广州市,20150624 07:45,/ass?t=search/,,1
101.90.126.86,中国,上海市,上海市,20150624 07:45,/ws/transfer/traffic/radar/,,1
223.73.34.145,中国,广东省,东莞市,20150624 07:45,/ws/transfer/aps/locate/,1,23
14.16.185.188,中国,广东省,广州市,20150624 07:46,/ws/transfer/traffic/radar/,,1
112.96.170.150,中国,广东省,广州市,20150624 07:46,/ws/mapapi/geo/reversecode/,,85
101.90.127.9,中国,上海市,上海市,20150624 07:46,/ws/transfer/traffic/radar/,,1
180.98.199.52,中国,江苏省,南京市,20150624 07:46,/ws/transfer/auth/clusterservice/messagehandle/,,2
14.16.61.9,中国,广东省,广州市,20150624 07:46,/ws/transfer/auth/clusterservice/messagehandle/,,2
61.148.242.249,中国,北京市,北京市,20150624 07:46,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 07:46,/ws/transfer/traffic/radar/,,1
124.230.136.2,中国,湖南省,邵阳市,20150624 07:46,/ws/mapapi/poi/info/,,2
113.88.176.93,中国,广东省,深圳市,20150624 07:46,/ws/transfer/aps/locate/,1,59
106.91.164.156,中国,重庆市,重庆市,20150624 07:46,/ws/transfer/traffic/radar/,,2
124.230.136.2,中国,湖南省,邵阳市,20150624 07:46,/ws/transfer/aps/locate/,,22
180.98.199.52,中国,江苏省,南京市,20150624 07:46,/ws/mapapi/geo/reversecode/,,46
101.90.127.9,中国,上海市,上海市,20150624 07:46,/ws/mapapi/geo/reversecode/,,28
14.16.61.9,中国,广东省,广州市,20150624 07:46,/ws/transfer/traffic/radar/,,1
110.211.46.105,中国,广东省,深圳市,20150624 07:46,/ws/transfer/aps/locate/,1,56
112.96.170.150,中国,广东省,广州市,20150624 07:46,/ws/transfer/traffic/radar/,,1
14.16.61.9,中国,广东省,广州市,20150624 07:46,/ws/mapapi/navigation/auto/,,1
106.91.164.156,中国,重庆市,重庆市,20150624 07:46,/ws/transfer/navigation/auto/,,1
180.98.199.52,中国,江苏省,南京市,20150624 07:46,/ws/transfer/aps/locate/,,2
14.16.184.166,中国,广东省,广州市,20150624 07:46,/ws/transfer/aps/locate/,,60
14.16.61.9,中国,广东省,广州市,20150624 07:46,/ws/transfer/aps/locate/,,2
36.106.34.54,中国,天津市,天津市,20150624 07:46,/ws/transfer/aps/locate/,1,50
180.98.199.52,中国,江苏省,南京市,20150624 07:46,/ws/transfer/traffic/radar/,,1
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:46,/ws/transfer/aps/locate/,1,19
223.73.34.145,中国,广东省,东莞市,20150624 07:46,/ws/transfer/aps/locate/,1,59
180.98.199.52,中国,江苏省,南京市,20150624 07:46,/ws/mapapi/navigation/auto/,,2
112.97.38.6,中国,广东省,深圳市,20150624 07:46,/ws/transfer/aps/locate/,1,13
14.16.61.9,中国,广东省,广州市,20150624 07:46,/ws/mapapi/geo/reversecode/,,24
222.191.145.189,中国,江苏省,无锡市,20150624 07:46,/ws/transfer/aps/locate/,,59
14.16.61.9,中国,广东省,广州市,20150624 07:46,/ws/mapapi/poi/recommend/,,1
101.90.126.86,中国,上海市,上海市,20150624 07:46,/ws/transfer/traffic/radar/,,1
101.90.127.9,中国,上海市,上海市,20150624 07:47,/ws/transfer/traffic/radar/,,1
61.148.242.249,中国,北京市,北京市,20150624 07:47,/ws/transfer/traffic/radar/,,1
14.16.185.188,中国,广东省,广州市,20150624 07:47,/ws/transfer/traffic/radar/,,1
124.230.136.2,中国,湖南省,邵阳市,20150624 07:47,/ws/mapapi/poi/info/,,1
14.16.61.9,中国,广东省,广州市,20150624 07:47,/ws/transfer/auth/clusterservice/messagehandle/,,5
112.96.170.150,中国,广东省,广州市,20150624 07:47,/ws/mapapi/geo/reversecode/,,80
101.90.126.86,中国,上海市,上海市,20150624 07:47,/ws/transfer/traffic/radar/,,1
14.16.61.9,中国,广东省,广州市,20150624 07:47,/ws/mapapi/navigation/auto/,,1
180.98.199.52,中国,江苏省,南京市,20150624 07:47,/ws/transfer/traffic/radar/,,1
180.98.199.52,中国,江苏省,南京市,20150624 07:47,/ws/transfer/aps/locate/,,1
180.98.199.52,中国,江苏省,南京市,20150624 07:47,/ws/transfer/auth/clusterservice/messagehandle/,,5
113.88.176.93,中国,广东省,深圳市,20150624 07:47,/ws/transfer/aps/locate/,1,60
110.211.46.105,中国,广东省,深圳市,20150624 07:47,/ws/transfer/aps/locate/,1,57
112.96.170.150,中国,广东省,广州市,20150624 07:47,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 07:47,/ws/transfer/aps/locate/,1,35
14.16.184.166,中国,广东省,广州市,20150624 07:47,/ws/transfer/aps/locate/,,60
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:47,/ws/transfer/aps/locate/,1,59
101.90.127.9,中国,上海市,上海市,20150624 07:47,/ws/mapapi/geo/reversecode/,,31
106.91.164.156,中国,重庆市,重庆市,20150624 07:47,/ws/transfer/traffic/radar/,,1
124.230.136.2,中国,湖南省,邵阳市,20150624 07:47,/ws/transfer/aps/locate/,,20
223.73.34.145,中国,广东省,东莞市,20150624 07:47,/ws/transfer/aps/locate/,1,58
180.98.199.52,中国,江苏省,南京市,20150624 07:47,/ws/mapapi/geo/reversecode/,,22
222.191.145.189,中国,江苏省,无锡市,20150624 07:47,/ws/transfer/aps/locate/,,42
14.16.61.9,中国,广东省,广州市,20150624 07:47,/ws/mapapi/poi/recommend/,,1
112.97.38.6,中国,广东省,深圳市,20150624 07:47,/ws/transfer/aps/locate/,1,5
14.16.185.188,中国,广东省,广州市,20150624 07:48,/ws/transfer/traffic/radar/,,2
61.148.242.249,中国,北京市,北京市,20150624 07:48,/ws/transfer/traffic/radar/,,2
112.96.170.150,中国,广东省,广州市,20150624 07:48,/ws/mapapi/geo/reversecode/,,89
61.148.242.249,中国,北京市,北京市,20150624 07:48,/ws/transfer/navigation/auto/,,2
14.16.61.9,中国,广东省,广州市,20150624 07:48,/ws/transfer/auth/clusterservice/messagehandle/,,6
124.230.136.2,中国,湖南省,邵阳市,20150624 07:48,/ws/mapapi/poi/info/,,1
101.90.127.9,中国,上海市,上海市,20150624 07:48,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 07:48,/ws/transfer/traffic/radar/,,1
106.91.164.156,中国,重庆市,重庆市,20150624 07:48,/ws/transfer/traffic/radar/,,2
36.106.34.54,中国,天津市,天津市,20150624 07:48,/ws/transfer/aps/locate/,1,43
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:48,/ws/transfer/aps/locate/,1,58
101.90.127.9,中国,上海市,上海市,20150624 07:48,/ws/mapapi/geo/reversecode/,,32
124.230.136.2,中国,湖南省,邵阳市,20150624 07:48,/ws/transfer/aps/locate/,,27
223.73.34.145,中国,广东省,东莞市,20150624 07:48,/ws/transfer/aps/locate/,1,59
61.148.242.249,中国,北京市,北京市,20150624 07:48,/ws/mapapi/geo/reversecode/,,4
113.88.176.93,中国,广东省,深圳市,20150624 07:48,/ws/transfer/aps/locate/,1,60
110.211.46.105,中国,广东省,深圳市,20150624 07:48,/ws/transfer/aps/locate/,1,56
112.96.170.150,中国,广东省,广州市,20150624 07:48,/ws/transfer/traffic/radar/,,1
218.90.171.169,中国,江苏省,无锡市,20150624 07:48,/ws/transfer/aps/locate/,1,1
14.16.184.166,中国,广东省,广州市,20150624 07:48,/ws/transfer/aps/locate/,,60
222.191.145.189,中国,江苏省,无锡市,20150624 07:48,/ws/transfer/aps/locate/,,60
61.148.242.249,中国,北京市,北京市,20150624 07:49,/ws/transfer/traffic/radar/,,3
101.90.126.86,中国,上海市,上海市,20150624 07:49,/ws/transfer/traffic/radar/,,1
106.91.164.156,中国,重庆市,重庆市,20150624 07:49,/ws/mapapi/geo/reversecode/,,1
61.148.242.249,中国,北京市,北京市,20150624 07:49,/ws/transfer/navigation/auto/,,2
106.91.164.156,中国,重庆市,重庆市,20150624 07:49,/ws/transfer/navigation/auto/,,1
112.96.170.150,中国,广东省,广州市,20150624 07:49,/ws/mapapi/geo/reversecode/,,85
139.214.252.20,中国,吉林省,吉林市,20150624 07:49,/ws/transfer/traffic/radar/,,1
113.88.176.93,中国,广东省,深圳市,20150624 07:49,/ws/transfer/aps/locate/,1,60
218.90.171.169,中国,江苏省,无锡市,20150624 07:49,/ws/transfer/aps/locate/,1,3
14.16.185.188,中国,广东省,广州市,20150624 07:49,/ws/transfer/traffic/radar/,,1
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:49,/ws/transfer/aps/locate/,1,59
124.230.136.2,中国,湖南省,邵阳市,20150624 07:49,/ws/transfer/aps/locate/,,15
223.73.34.145,中国,广东省,东莞市,20150624 07:49,/ws/transfer/aps/locate/,1,59
110.211.46.105,中国,广东省,深圳市,20150624 07:49,/ws/transfer/aps/locate/,1,56
112.96.170.150,中国,广东省,广州市,20150624 07:49,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 07:49,/ws/transfer/aps/locate/,1,47
106.91.164.156,中国,重庆市,重庆市,20150624 07:49,/ws/transfer/traffic/radar/,,1
106.91.164.156,中国,重庆市,重庆市,20150624 07:49,/ws/transfer/aps/locate/,,2
112.97.30.159,中国,广东省,深圳市,20150624 07:49,/ws/transfer/aps/locate/,,1
222.191.145.189,中国,江苏省,无锡市,20150624 07:49,/ws/transfer/aps/locate/,,42
14.16.184.166,中国,广东省,广州市,20150624 07:49,/ws/transfer/aps/locate/,,59
101.90.127.9,中国,上海市,上海市,20150624 07:49,/ws/mapapi/geo/reversecode/,,32
106.91.164.156,中国,重庆市,重庆市,20150624 07:50,/ws/transfer/navigation/auto/,,1
222.191.145.189,中国,江苏省,无锡市,20150624 07:50,/ws/transfer/aps/locate/,,43
106.91.164.156,中国,重庆市,重庆市,20150624 07:50,/ws/transfer/aps/locate/,,2
101.90.127.9,中国,上海市,上海市,20150624 07:50,/ws/mapapi/geo/reversecode/,,29
14.16.184.166,中国,广东省,广州市,20150624 07:50,/ws/transfer/aps/locate/,,60
110.211.46.105,中国,广东省,深圳市,20150624 07:50,/ws/transfer/aps/locate/,1,56
112.96.170.150,中国,广东省,广州市,20150624 07:50,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 07:50,/ws/transfer/aps/locate/,1,51
14.16.185.188,中国,广东省,广州市,20150624 07:50,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 07:50,/ws/transfer/traffic/radar/,,1
112.97.38.6,中国,广东省,深圳市,20150624 07:50,/ws/transfer/aps/locate/,1,18
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:50,/ws/transfer/aps/locate/,1,60
112.96.170.150,中国,广东省,广州市,20150624 07:50,/ws/mapapi/geo/reversecode/,,89
139.214.252.20,中国,吉林省,吉林市,20150624 07:50,/ws/transfer/traffic/radar/,,2
101.90.127.9,中国,上海市,上海市,20150624 07:50,/ws/transfer/traffic/radar/,,1
61.148.242.249,中国,北京市,北京市,20150624 07:50,/ws/transfer/traffic/radar/,,2
112.97.38.6,中国,广东省,深圳市,20150624 07:50,/ws/transfer/aps/locate/,,1
218.90.171.169,中国,江苏省,无锡市,20150624 07:50,/ws/transfer/aps/locate/,1,7
113.88.176.93,中国,广东省,深圳市,20150624 07:50,/ws/transfer/aps/locate/,1,59
223.73.34.145,中国,广东省,东莞市,20150624 07:50,/ws/transfer/aps/locate/,1,50
14.16.185.188,中国,广东省,广州市,20150624 07:51,/ws/transfer/traffic/radar/,,1
14.16.184.166,中国,广东省,广州市,20150624 07:51,/ws/transfer/aps/locate/,,60
101.90.252.164,中国,上海市,上海市,20150624 07:51,/ws/transfer/traffic/radar/,,1
222.191.145.189,中国,江苏省,无锡市,20150624 07:51,/ws/transfer/aps/locate/,,57
110.211.46.105,中国,广东省,深圳市,20150624 07:51,/ws/transfer/aps/locate/,1,57
101.90.127.9,中国,上海市,上海市,20150624 07:51,/ws/mapapi/geo/reversecode/,,30
36.106.34.54,中国,天津市,天津市,20150624 07:51,/ws/transfer/aps/locate/,1,49
139.214.252.20,中国,吉林省,吉林市,20150624 07:51,/ws/mapapi/geo/reversecode/,,2
101.90.127.9,中国,上海市,上海市,20150624 07:51,/ws/transfer/traffic/radar/,,2
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:51,/ws/transfer/aps/locate/,1,59
101.90.252.164,中国,上海市,上海市,20150624 07:51,/ws/transfer/aps/locate/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 07:51,/ws/transfer/navigation/auto/,,1
106.91.164.156,中国,重庆市,重庆市,20150624 07:51,/ws/transfer/traffic/radar/,,2
112.96.170.150,中国,广东省,广州市,20150624 07:51,/ws/mapapi/geo/reversecode/,,48
101.90.126.86,中国,上海市,上海市,20150624 07:51,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 07:51,/ws/mapapi/poi/infolite/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 07:51,/ws/transfer/traffic/radar/,,2
113.88.176.93,中国,广东省,深圳市,20150624 07:51,/ws/transfer/aps/locate/,1,60
61.148.242.249,中国,北京市,北京市,20150624 07:51,/ws/transfer/traffic/radar/,,4
218.90.171.169,中国,江苏省,无锡市,20150624 07:51,/ws/transfer/aps/locate/,1,19
180.98.199.52,中国,江苏省,南京市,20150624 07:52,/ws/transfer/auth/clusterservice/messagehandle/,,11
180.98.199.52,中国,江苏省,南京市,20150624 07:52,/ws/mapapi/navigation/auto/,,2
61.148.242.249,中国,北京市,北京市,20150624 07:52,/ws/mapapi/poi/infolite/,,1
14.16.184.166,中国,广东省,广州市,20150624 07:52,/ws/transfer/aps/locate/,,60
14.16.185.188,中国,广东省,广州市,20150624 07:52,/ws/transfer/traffic/radar/,,1
101.90.127.9,中国,上海市,上海市,20150624 07:52,/ws/mapapi/geo/reversecode/,,29
36.106.34.54,中国,天津市,天津市,20150624 07:52,/ws/transfer/aps/locate/,1,45
110.211.46.105,中国,广东省,深圳市,20150624 07:52,/ws/transfer/aps/locate/,1,57
61.148.242.249,中国,北京市,北京市,20150624 07:52,/ws/mapapi/poi/recommend/,,1
180.98.199.52,中国,江苏省,南京市,20150624 07:52,/ws/transfer/traffic/radar/,,1
101.90.127.9,中国,上海市,上海市,20150624 07:52,/ws/transfer/traffic/radar/,,1
222.191.145.189,中国,江苏省,无锡市,20150624 07:52,/ws/transfer/aps/locate/,,42
101.90.126.86,中国,上海市,上海市,20150624 07:52,/ws/transfer/traffic/radar/,,2
112.97.38.6,中国,广东省,深圳市,20150624 07:52,/ws/transfer/aps/locate/,,1
180.98.199.52,中国,江苏省,南京市,20150624 07:52,/ws/mapapi/geo/reversecode/,,48
61.148.242.249,中国,北京市,北京市,20150624 07:52,/ws/mapapi/navigation/auto/,,3
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:52,/ws/transfer/aps/locate/,1,59
113.88.176.93,中国,广东省,深圳市,20150624 07:52,/ws/transfer/aps/locate/,1,60
61.148.242.249,中国,北京市,北京市,20150624 07:52,/ws/transfer/traffic/radar/,,2
223.73.34.145,中国,广东省,东莞市,20150624 07:52,/ws/transfer/aps/locate/,1,20
180.98.199.52,中国,江苏省,南京市,20150624 07:52,/ws/transfer/aps/locate/,,1
180.98.199.52,中国,江苏省,南京市,20150624 07:52,/ws/mapapi/poi/recommend/,,1
61.148.242.249,中国,北京市,北京市,20150624 07:52,/ws/mapapi/geo/reversecode/,,1
218.90.171.169,中国,江苏省,无锡市,20150624 07:52,/ws/transfer/aps/locate/,1,11
106.91.164.156,中国,重庆市,重庆市,20150624 07:52,/ws/transfer/traffic/radar/,,1
14.16.185.188,中国,广东省,广州市,20150624 07:53,/ws/transfer/traffic/radar/,,1
180.98.199.52,中国,江苏省,南京市,20150624 07:53,/ws/transfer/auth/clusterservice/messagehandle/,,10
101.90.127.9,中国,上海市,上海市,20150624 07:53,/ws/mapapi/geo/reversecode/,,32
139.214.252.20,中国,吉林省,吉林市,20150624 07:53,/ws/mapapi/geo/reversecode/,,2
110.211.46.105,中国,广东省,深圳市,20150624 07:53,/ws/transfer/aps/locate/,1,57
14.16.184.166,中国,广东省,广州市,20150624 07:53,/ws/transfer/aps/locate/,,60
61.148.242.249,中国,北京市,北京市,20150624 07:53,/ws/transfer/traffic/radar/,,3
36.106.34.54,中国,天津市,天津市,20150624 07:53,/ws/transfer/aps/locate/,1,46
222.191.145.189,中国,江苏省,无锡市,20150624 07:53,/ws/transfer/aps/locate/,,41
180.98.199.52,中国,江苏省,南京市,20150624 07:53,/ws/mapapi/geo/reversecode/,,48
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:53,/ws/transfer/aps/locate/,1,58
101.90.252.164,中国,上海市,上海市,20150624 07:53,/ws/mapapi/poi/infolite/,,1
101.90.127.9,中国,上海市,上海市,20150624 07:53,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 07:53,/ws/transfer/traffic/radar/,,1
113.88.176.93,中国,广东省,深圳市,20150624 07:53,/ws/transfer/aps/locate/,1,60
139.214.252.20,中国,吉林省,吉林市,20150624 07:53,/ws/transfer/aps/locate/,,2
139.214.252.20,中国,吉林省,吉林市,20150624 07:53,/ws/transfer/traffic/radar/,,4
106.91.164.156,中国,重庆市,重庆市,20150624 07:53,/ws/transfer/traffic/radar/,,1
223.73.34.145,中国,广东省,东莞市,20150624 07:53,/ws/transfer/aps/locate/,1,59
218.90.171.169,中国,江苏省,无锡市,20150624 07:53,/ws/transfer/aps/locate/,1,12
139.214.252.20,中国,吉林省,吉林市,20150624 07:53,/ws/transfer/navigation/auto/,,2
139.214.252.20,中国,吉林省,吉林市,20150624 07:53,/ws/mapapi/poi/infolite/,,1
14.16.185.188,中国,广东省,广州市,20150624 07:54,/ws/transfer/traffic/radar/,,1
110.211.46.105,中国,广东省,深圳市,20150624 07:54,/ws/transfer/aps/locate/,1,56
112.96.170.150,中国,广东省,广州市,20150624 07:54,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 07:54,/ws/transfer/aps/locate/,1,49
180.98.199.52,中国,江苏省,南京市,20150624 07:54,/ws/transfer/auth/clusterservice/messagehandle/,,12
101.90.127.9,中国,上海市,上海市,20150624 07:54,/ws/mapapi/geo/reversecode/,,31
61.148.242.249,中国,北京市,北京市,20150624 07:54,/ws/transfer/traffic/radar/,,2
106.91.164.156,中国,重庆市,重庆市,20150624 07:54,/ws/transfer/traffic/radar/,,1
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:54,/ws/transfer/aps/locate/,1,59
112.97.38.6,中国,广东省,深圳市,20150624 07:54,/ws/transfer/aps/locate/,,1
14.16.184.166,中国,广东省,广州市,20150624 07:54,/ws/transfer/aps/locate/,,60
222.191.145.189,中国,江苏省,无锡市,20150624 07:54,/ws/transfer/aps/locate/,,42
101.90.127.9,中国,上海市,上海市,20150624 07:54,/ws/transfer/traffic/radar/,,1
113.88.176.93,中国,广东省,深圳市,20150624 07:54,/ws/transfer/aps/locate/,1,59
101.90.126.86,中国,上海市,上海市,20150624 07:54,/ws/transfer/traffic/radar/,,1
218.90.171.169,中国,江苏省,无锡市,20150624 07:54,/ws/transfer/aps/locate/,1,18
112.96.170.150,中国,广东省,广州市,20150624 07:54,/ws/mapapi/geo/reversecode/,,72
112.96.170.150,中国,广东省,广州市,20150624 07:54,/ws/transfer/aps/locate/,,2
223.73.34.145,中国,广东省,东莞市,20150624 07:54,/ws/transfer/aps/locate/,1,58
139.214.252.20,中国,吉林省,吉林市,20150624 07:54,/ws/transfer/traffic/radar/,,1
180.98.199.52,中国,江苏省,南京市,20150624 07:54,/ws/mapapi/geo/reversecode/,,48
14.16.185.188,中国,广东省,广州市,20150624 07:55,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 07:55,/ws/transfer/aps/locate/,1,45
110.211.46.105,中国,广东省,深圳市,20150624 07:55,/ws/transfer/aps/locate/,1,57
112.96.170.150,中国,广东省,广州市,20150624 07:55,/ws/transfer/traffic/radar/,,1
106.91.164.156,中国,重庆市,重庆市,20150624 07:55,/ws/transfer/traffic/radar/,,1
61.148.242.249,中国,北京市,北京市,20150624 07:55,/ws/transfer/traffic/radar/,,2
14.16.184.166,中国,广东省,广州市,20150624 07:55,/ws/transfer/aps/locate/,,60
180.98.199.52,中国,江苏省,南京市,20150624 07:55,/ws/transfer/traffic/radar/,,1
101.90.127.9,中国,上海市,上海市,20150624 07:55,/ws/mapapi/geo/reversecode/,,29
14.16.61.9,中国,广东省,广州市,20150624 07:55,/ws/transfer/aps/locate/,,1
218.90.171.169,中国,江苏省,无锡市,20150624 07:55,/ws/transfer/aps/locate/,1,31
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:55,/ws/transfer/aps/locate/,1,59
101.90.126.86,中国,上海市,上海市,20150624 07:55,/ws/transfer/traffic/radar/,,1
112.96.170.150,中国,广东省,广州市,20150624 07:55,/ws/mapapi/geo/reversecode/,,90
14.16.61.9,中国,广东省,广州市,20150624 07:55,/ws/transfer/navigation/auto/,,1
223.73.34.145,中国,广东省,东莞市,20150624 07:55,/ws/transfer/aps/locate/,1,59
101.90.127.9,中国,上海市,上海市,20150624 07:55,/ws/transfer/traffic/radar/,,1
113.88.176.93,中国,广东省,深圳市,20150624 07:55,/ws/transfer/aps/locate/,1,60
14.16.61.9,中国,广东省,广州市,20150624 07:55,/ws/mapapi/geo/reversecode/,,15
139.214.252.20,中国,吉林省,吉林市,20150624 07:55,/ws/transfer/traffic/radar/,,1
222.191.145.189,中国,江苏省,无锡市,20150624 07:55,/ws/transfer/aps/locate/,,60
180.98.199.52,中国,江苏省,南京市,20150624 07:55,/ws/mapapi/geo/reversecode/,,42
61.148.242.249,中国,北京市,北京市,20150624 07:56,/ws/transfer/traffic/radar/,,2
14.16.185.188,中国,广东省,广州市,20150624 07:56,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 07:56,/ws/transfer/aps/locate/,1,45
106.91.164.156,中国,重庆市,重庆市,20150624 07:56,/ws/transfer/traffic/radar/,,1
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:56,/ws/transfer/aps/locate/,1,58
101.90.127.9,中国,上海市,上海市,20150624 07:56,/ws/mapapi/geo/reversecode/,,31
180.98.199.52,中国,江苏省,南京市,20150624 07:56,/ws/transfer/traffic/radar/,,1
112.96.170.150,中国,广东省,广州市,20150624 07:56,/ws/mapapi/geo/reversecode/,,97
101.90.127.9,中国,上海市,上海市,20150624 07:56,/ws/transfer/traffic/radar/,,1
110.211.46.105,中国,广东省,深圳市,20150624 07:56,/ws/transfer/aps/locate/,1,55
112.96.170.150,中国,广东省,广州市,20150624 07:56,/ws/transfer/traffic/radar/,,1
14.16.184.166,中国,广东省,广州市,20150624 07:56,/ws/transfer/aps/locate/,,59
218.90.171.169,中国,江苏省,无锡市,20150624 07:56,/ws/transfer/aps/locate/,1,21
113.88.176.93,中国,广东省,深圳市,20150624 07:56,/ws/transfer/aps/locate/,1,60
112.97.38.6,中国,广东省,深圳市,20150624 07:56,/ws/transfer/aps/locate/,,20
101.90.126.86,中国,上海市,上海市,20150624 07:56,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 07:56,/ws/transfer/traffic/radar/,,2
14.16.61.9,中国,广东省,广州市,20150624 07:56,/ws/mapapi/geo/reversecode/,,18
180.98.199.52,中国,江苏省,南京市,20150624 07:56,/ws/mapapi/geo/reversecode/,,52
222.191.145.189,中国,江苏省,无锡市,20150624 07:56,/ws/transfer/aps/locate/,,60
139.214.252.20,中国,吉林省,吉林市,20150624 07:56,/ws/transfer/navigation/auto/,,3
223.73.34.145,中国,广东省,东莞市,20150624 07:56,/ws/transfer/aps/locate/,1,15
14.16.185.188,中国,广东省,广州市,20150624 07:57,/ws/transfer/traffic/radar/,,1
112.97.38.6,中国,广东省,深圳市,20150624 07:57,/ws/transfer/aps/locate/,1,35
106.91.164.156,中国,重庆市,重庆市,20150624 07:57,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 07:57,/ws/transfer/traffic/radar/,,1
110.211.46.105,中国,广东省,深圳市,20150624 07:57,/ws/transfer/aps/locate/,1,57
112.96.170.150,中国,广东省,广州市,20150624 07:57,/ws/transfer/traffic/radar/,,2
61.148.242.249,中国,北京市,北京市,20150624 07:57,/ws/transfer/traffic/radar/,,3
36.106.34.54,中国,天津市,天津市,20150624 07:57,/ws/transfer/aps/locate/,1,37
101.90.127.9,中国,上海市,上海市,20150624 07:57,/ws/mapapi/geo/reversecode/,,29
112.96.170.150,中国,广东省,广州市,20150624 07:57,/ws/mapapi/geo/reversecode/,,73
180.98.199.52,中国,江苏省,南京市,20150624 07:57,/ws/transfer/traffic/radar/,,1
218.90.171.169,中国,江苏省,无锡市,20150624 07:57,/ws/transfer/aps/locate/,1,34
182.243.163.47,中国,云南省,德宏傣族景颇族自治州,20150624 07:57,/ws/transfer/aps/locate/,1,59
139.214.252.20,中国,吉林省,吉林市,20150624 07:57,/ws/transfer/traffic/radar/,,1
211.138.116.35,中国,浙江省,杭州市,20150624 07:57,/ws/mapapi/poi/infolite/,,1
101.90.127.9,中国,上海市,上海市,20150624 07:57,/ws/transfer/traffic/radar/,,1
14.16.61.9,中国,广东省,广州市,20150624 07:57,/ws/transfer/navigation/auto/,,1
14.16.61.9,中国,广东省,广州市,20150624 07:57,/ws/mapapi/geo/reversecode/,,24
14.16.184.166,中国,广东省,广州市,20150624 07:57,/ws/transfer/aps/locate/,,60
14.16.61.9,中国,广东省,广州市,20150624 07:57,/ws/mapapi/poidetail/mps/,,1
113.88.176.93,中国,广东省,深圳市,20150624 07:57,/ws/transfer/aps/locate/,1,60
223.73.34.145,中国,广东省,东莞市,20150624 07:57,/ws/transfer/aps/locate/,1,36
180.98.199.52,中国,江苏省,南京市,20150624 07:57,/ws/mapapi/geo/reversecode/,,50
222.191.145.189,中国,江苏省,无锡市,20150624 07:57,/ws/transfer/aps/locate/,,59
14.16.185.188,中国,广东省,广州市,20150624 07:58,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 07:58,/ws/mapapi/geo/reversecode/,,1
106.91.164.156,中国,重庆市,重庆市,20150624 07:58,/ws/transfer/traffic/radar/,,1
112.97.38.6,中国,广东省,深圳市,20150624 07:58,/ws/transfer/aps/locate/,1,1
61.148.242.249,中国,北京市,北京市,20150624 07:58,/ws/transfer/traffic/radar/,,2
223.73.34.145,中国,广东省,东莞市,20150624 07:58,/ws/transfer/aps/locate/,1,31
180.98.199.52,中国,江苏省,南京市,20150624 07:58,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 07:58,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 07:58,/ws/transfer/aps/locate/,1,50
222.191.145.189,中国,江苏省,无锡市,20150624 07:58,/ws/transfer/aps/locate/,,42
218.90.171.169,中国,江苏省,无锡市,20150624 07:58,/ws/transfer/aps/locate/,1,49
